0, 0, 1584556958457, 710.0, 741.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958608, 710.0, 741.0, 1.0, 0.025490198, 0.0, 7.0, 6.0, 6.0, 7.0, 1.0, 1.0, 0, 0
0, 1, 1584556958613, 710.0, 741.0, 1.0, 0.025490198, 0.0, 7.0, 6.0, 6.0, 7.0, 1.0, 1.0, 0, 0
0, 0, 1584556958452, 715.0, 714.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958494, 715.0, 714.0, 1.0, 0.025490198, 0.0, 8.0, 5.0, 5.0, 8.0, 1.0, 1.0, 0, 0
0, 1, 1584556958499, 715.0, 714.0, 1.0, 0.025490198, 0.0, 8.0, 5.0, 5.0, 8.0, 1.0, 1.0, 0, 0
0, 0, 1584556958452, 753.0, 687.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958495, 753.0, 687.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 1, 1584556958501, 753.0, 687.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 0, 1584556958451, 95.0, 242.0, 1.0, 0.019607844, 0.0, 6.0, 4.0, 4.0, 6.0, 1.0, 1.0, 0, 0
0, 2, 1584556958489, 90.635056, 230.36499, 1.0, 0.023529414, 0.0, 8.0, 4.0, 4.0, 8.0, 1.0, 1.0, 0, 0
0, 2, 1584556958533, 191.91905, 279.37415, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958568, 355.60434, 362.9248, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958596, 498.307, 402.59546, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958620, 549.2232, 405.21765, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958645, 608.9946, 397.77893, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0
0, 2, 1584556958663, 615.03687, 393.96313, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0
0, 2, 1584556958680, 610.0839, 390.0504, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0
0, 2, 1584556958695, 546.0516, 375.57214, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0
0, 2, 1584556958711, 452.6646, 363.77942, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958731, 357.27185, 358.19727, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958749, 249.25227, 363.74976, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958765, 164.89867, 379.5592, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958780, 99.43268, 396.85583, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958794, 84.0, 402.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958799, 66.7455, 404.80957, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958809, 51.5, 407.5, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958814, 47.26281, 408.5475, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
0, 2, 1584556958827, 42.506157, 409.0, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0
