0, 0, 1588509905061, 657.0, 233.0, 1.0, 0.019607844, 0.0, 5.0, 5.0, 5.0, 5.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905186, 450.76242, 139.1355, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905212, 397.5, 120.5, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905223, 369.91797, 113.75952, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905235, 340.07306, 106.26831, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905264, 319.65662, 100.8855, 1.0, 0.023529414, 0.0, 7.0, 5.0, 5.0, 7.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905314, 370.8141, 83.2063, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905347, 445.92307, 73.32385, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905366, 477.6157, 69.451294, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905380, 488.5, 68.0, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905388, 499.45285, 67.32251, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905413, 528.0, 67.0, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905419, 534.47925, 68.579834, 1.0, 0.021568628, 0.0, 6.0, 5.0, 5.0, 6.0, 1.0, 1.0, 0, 0, 
0, 2, 1588509905447, 542.0, 70.0, 1.0, 0.013725491, 0.0, 4.0, 3.0, 3.0, 4.0, 1.0, 1.0, 0, 0, 
0, 1, 1588509905464, 542.0, 70.0, 1.0, 0.013725491, 0.0, 4.0, 3.0, 3.0, 4.0, 1.0, 1.0, 0, 0, 
0, 0, 1588509905049, 514.0, 221.0, 1.0, 0.019607844, 0.0, 5.0, 5.0, 5.0, 5.0, 1.0, 1.0, 0, 0, 
